date_name,local_team,local_result,visitor_result,visitor_team
Torneo Apertura 1999,Union,1,2,Lanus
Torneo Clausura 1999,Talleres (C),1,1,Newells
Torneo Apertura 1999,San Lorenzo,2,0,Velez
Torneo Apertura 1999,Gimnasia (J),1,4,Talleres (C)
Torneo Clausura 1999,Belgrano,1,0,Union
Torneo Apertura 1999,Union,2,0,Colon
Torneo Apertura 1999,Racing Club,3,1,Gimnasia (LP)
Torneo Clausura 1999,San Lorenzo,1,0,Talleres (C)
Torneo Clausura 1999,Union,1,4,Argentinos
Torneo Apertura 1999,Argentinos,0,1,Union
Torneo Clausura 1999,Racing Club,2,1,Gimnasia (LP)
Torneo Apertura 1999,Chacarita,6,1,Belgrano
Torneo Apertura 1999,River Plate,4,1,Ferro
Torneo Clausura 1999,Colon,0,0,Union
Torneo Apertura 1999,San Lorenzo,1,0,Talleres (C)
Torneo Clausura 1999,Independiente,2,1,Platense
Torneo Apertura 2000,Union,3,1,Talleres (C)
Torneo Clausura 2000,Union,1,3,Talleres (C)
Torneo Apertura 2000,Almagro,0,0,Argentinos
Torneo Apertura 2000,Belgrano,1,0,Almagro
Torneo Clausura 2000,Argentinos,2,1,Racing Club
Torneo Apertura 2000,Los Andes,0,1,San Lorenzo
Torneo Clausura 2000,Lanus,1,0,Rosario Central
Torneo Apertura 2000,Boca Juniors,3,3,Gimnasia (LP)
Torneo Clausura 2000,Lanus,0,0,Talleres (C)
Torneo Apertura 2000,Huracan,2,1,Belgrano
Torneo Apertura 2000,Belgrano,1,4,Rosario Central
Torneo Apertura 2000,Talleres (C),3,0,Lanus
Torneo Apertura 2000,Belgrano,5,1,Newells
Torneo Apertura 2000,Rosario Central,1,0,Argentinos
Torneo Clausura 2000,Rosario Central,3,1,Argentinos
Torneo Apertura 2000,Lanus,1,1,Argentinos
Torneo Apertura 2000,San Lorenzo,3,0,Gimnasia (LP)
Torneo Clausura 2000,Newells,2,0,Racing Club
Torneo Apertura 2000,Racing Club,0,0,Argentinos
Torneo Clausura 2000,Boca Juniors,2,0,Rosario Central
Torneo Clausura 2000,Estudiantes (LP),1,3,Newells
Torneo Apertura 2000,Racing Club,1,2,Los Andes
Torneo Clausura 2000,Lanus,1,0,Estudiantes (LP)
Torneo Apertura 2000,Estudiantes (LP),0,0,Lanus
Torneo Apertura 2000,Gimnasia (LP),4,3,Huracan
Torneo Clausura 2000,Gimnasia (J),2,2,Instituto
Torneo Apertura 2000,Huracan,1,1,Talleres (C)
Torneo Apertura 2000,Los Andes,2,2,Belgrano
Torneo Apertura 2000,Rosario Central,1,1,Lanus
Torneo Apertura 2000,Los Andes,1,1,Newells
Torneo Apertura 2000,Chacarita,2,1,Independiente
Torneo Clausura 2000,Chacarita,2,2,Independiente
Torneo Apertura 2000,Racing Club,0,0,Chacarita
Torneo Apertura 2000,Union,0,0,Lanus
Torneo Clausura 2000,Boca Juniors,2,0,Estudiantes (LP)
Torneo Apertura 2000,Boca Juniors,1,0,Estudiantes (LP)
Torneo Clausura 2000,Instituto,1,0,San Lorenzo
Torneo Clausura 2000,Argentinos,0,1,Lanus
Torneo Clausura 2000,Chacarita,1,1,Racing Club
Torneo Clausura 2000,Gimnasia (J),0,0,Ferro
Torneo Clausura 2000,Belgrano,1,2,Rosario Central
Torneo Clausura 2000,Velez,1,0,San Lorenzo
Torneo Apertura 2000,Boca Juniors,3,3,Rosario Central
Torneo Clausura 2000,Chacarita,1,0,Gimnasia (J)
Torneo Clausura 2000,Chacarita,0,0,San Lorenzo
Torneo Clausura 2000,Independiente,2,0,Ferro
Torneo Clausura 2000,Ferro,1,0,Chacarita
Torneo Clausura 2000,River Plate,5,0,Chacarita
Torneo Apertura 2000,Chacarita,0,0,Union
Torneo Clausura 2000,Union,1,4,Chacarita
Torneo Apertura 2000,Boca Juniors,2,0,Almagro
Torneo Clausura 2000,Boca Juniors,1,1,River Plate
Torneo Apertura 2000,Almagro,0,1,Chacarita
Torneo Apertura 2000,Huracan,2,1,San Lorenzo
Torneo Apertura 2000,Almagro,2,1,Colon
Torneo Apertura 2000,River Plate,1,1,Boca Juniors
Torneo Apertura 2000,Estudiantes (LP),3,2,Almagro
Torneo Apertura 2000,Almagro,0,1,Gimnasia (LP)
Torneo Clausura 2000,Gimnasia (J),3,0,Newells
Torneo Apertura 2000,Almagro,1,1,Huracan
Torneo Apertura 2000,Almagro,1,1,Independiente
Torneo Clausura 2000,Instituto,1,1,Almagro
Torneo Apertura 2000,Independiente,0,2,Huracan
Torneo Clausura 2000,Almagro,1,0,Instituto
Torneo Apertura 2000,San Lorenzo,1,1,Talleres (C)
Torneo Clausura 2000,Estudiantes (LP),2,2,Racing Club
Torneo Apertura 2000,Estudiantes (LP),1,1,Racing Club
Torneo Clausura 2000,Estudiantes (LP),1,1,Instituto
Torneo Clausura 2000,San Lorenzo,1,1,Gimnasia (LP)
Torneo Clausura 2000,Belgrano,3,1,Quilmes
Torneo Clausura 2000,Rosario Central,3,3,Instituto
Torneo Clausura 2000,Gimnasia (LP),2,1,Boca Juniors
Torneo Clausura 2000,Argentinos,1,1,Instituto
Torneo Clausura 2000,Lanus,1,1,River Plate
Torneo Apertura 2000,Lanus,3,2,River Plate
Torneo Apertura 2000,Huracan,2,0,Newells
Torneo Clausura 2000,Independiente,4,2,Gimnasia (J)
Torneo Apertura 2000,Boca Juniors,3,2,Lanus
Torneo Apertura 2000,San Lorenzo,0,1,Velez
Torneo Clausura 2000,River Plate,2,0,Gimnasia (J)
Torneo Clausura 2000,Quilmes,3,1,Belgrano
Torneo Clausura 2000,Talleres (C),1,2,San Lorenzo
Torneo Clausura 2000,Ferro,0,3,Talleres (C)
Torneo Clausura 2000,San Lorenzo,1,0,Rosario Central
Torneo Apertura 2000,San Lorenzo,4,1,Rosario Central
Torneo Clausura 2000,Lanus,0,1,San Lorenzo
Torneo Clausura 2000,Velez,0,0,Independiente
Torneo Apertura 2000,Velez,1,1,Independiente
Torneo Apertura 2000,Chacarita,1,0,River Plate
Torneo Apertura 2000,San Lorenzo,4,2,Lanus
Torneo Apertura 2000,Huracan,2,2,Velez
Torneo Apertura 2000,Newells,1,1,Racing Club
Torneo Apertura 2000,Los Andes,0,4,River Plate
Torneo Clausura 2000,Belgrano,0,1,River Plate
Torneo Apertura 2000,Talleres (C),2,1,Chacarita
Torneo Apertura 2000,Los Andes,0,1,Colon
Torneo Apertura 2000,Chacarita,3,1,Colon
Torneo Clausura 2000,Talleres (C),1,0,Chacarita
Torneo Apertura 2000,Gimnasia (LP),4,3,Newells
Torneo Clausura 2000,Boca Juniors,0,1,Gimnasia (J)
Torneo Clausura 2000,Instituto,1,1,Union
Torneo Apertura 2000,Gimnasia (LP),2,0,Chacarita
Torneo Apertura 2000,Argentinos,2,2,River Plate
Torneo Clausura 2000,River Plate,2,2,Argentinos
Torneo Apertura 2000,Racing Club,0,2,Gimnasia (LP)
Torneo Apertura 2000,Los Andes,1,0,Huracan
Torneo Clausura 2000,Racing Club,1,2,Instituto
Torneo Clausura 2000,Instituto,3,2,Colon
Torneo Apertura 2000,Chacarita,0,3,Estudiantes (LP)
Torneo Clausura 2000,Chacarita,3,1,Estudiantes (LP)
Torneo Clausura 2000,Gimnasia (LP),2,0,Ferro
Torneo Clausura 2000,Union,0,0,Rosario Central
Torneo Apertura 2000,Colon,1,1,Newells
Torneo Apertura 2000,Huracan,0,1,Boca Juniors
Torneo Apertura 2000,Velez,1,0,Lanus
Torneo Clausura 2000,Colon,1,0,Chacarita
Torneo Apertura 2000,Los Andes,1,0,Estudiantes (LP)
Torneo Clausura 2000,Newells,4,0,Instituto
Torneo Apertura 2000,Racing Club,0,0,Belgrano
Torneo Apertura 2000,Talleres (C),2,1,Los Andes
Torneo Apertura 2000,Racing Club,0,2,Independiente
Torneo Clausura 2000,Independiente,2,1,Racing Club
Torneo Clausura 2000,Instituto,2,0,Lanus
Torneo Apertura 2000,Rosario Central,2,2,Velez
Torneo Clausura 2000,Velez,2,1,Rosario Central
Torneo Apertura 2000,Huracan,0,0,Lanus
Torneo Clausura 2000,Newells,3,3,Colon
Torneo Apertura 2000,Huracan,0,1,Union
Torneo Clausura 2000,Gimnasia (LP),1,3,Belgrano
Torneo Apertura 2000,Independiente,0,0,Belgrano
Torneo Apertura 2000,Lanus,0,2,Colon
Torneo Clausura 2000,Colon,3,0,Lanus
Torneo Clausura 2000,Ferro,2,3,Union
Torneo Apertura 2000,Los Andes,3,4,Union
Torneo Clausura 2000,Chacarita,1,2,Gimnasia (LP)
Torneo Clausura 2000,Lanus,0,2,Velez
Torneo Apertura 2000,Velez,3,1,Los Andes
Torneo Clausura 2000,Independiente,2,1,Belgrano
Torneo Apertura 2000,Union,3,0,Rosario Central
Torneo Clausura 2000,Gimnasia (LP),1,0,Racing Club
Torneo Apertura 2000,Chacarita,0,2,Newells
Torneo Apertura 2000,Lanus,0,1,Chacarita
Torneo Clausura 2000,Newells,0,1,Belgrano
Torneo Clausura 2000,Ferro,0,7,Lanus
Torneo Apertura 2000,Gimnasia (LP),2,0,Los Andes
Torneo Apertura 2000,Union,0,1,Estudiantes (LP)
Torneo Clausura 2000,Instituto,1,2,River Plate
Torneo Apertura 2000,Union,0,0,San Lorenzo
Torneo Clausura 2000,Instituto,2,0,Belgrano
Torneo Clausura 2000,Union,0,1,San Lorenzo
Torneo Clausura 2000,Lanus,3,0,Chacarita
Torneo Clausura 2000,Instituto,2,0,Talleres (C)
Torneo Clausura 2000,Instituto,1,2,Velez
Torneo Clausura 2000,Talleres (C),3,1,Rosario Central
Torneo Apertura 2000,Talleres (C),2,0,Rosario Central
Torneo Clausura 2000,Union,2,1,Estudiantes (LP)
Torneo Clausura 2000,Gimnasia (LP),0,4,River Plate
Torneo Apertura 2000,Gimnasia (LP),2,2,River Plate
Torneo Apertura 2000,San Lorenzo,4,0,Chacarita
Torneo Clausura 2000,Lanus,5,2,Union
Torneo Apertura 2000,River Plate,4,2,Belgrano
Torneo Apertura 2000,Argentinos,5,2,Los Andes
Torneo Apertura 2000,Estudiantes (LP),0,0,Newells
Torneo Clausura 2000,Instituto,2,2,Boca Juniors
Torneo Apertura 2000,Rosario Central,6,2,Los Andes
Torneo Clausura 2000,Chacarita,0,1,Newells
Torneo Clausura 2000,Gimnasia (J),1,2,Racing Club
Torneo Apertura 2000,Colon,1,1,Huracan
Torneo Clausura 2000,Newells,0,0,Gimnasia (LP)
Torneo Clausura 2000,Independiente,1,3,Boca Juniors
Torneo Clausura 2000,Racing Club,0,0,Belgrano
Torneo Apertura 2000,Independiente,3,0,Boca Juniors
Torneo Apertura 2000,Belgrano,0,1,Lanus
Torneo Clausura 2000,Belgrano,2,4,Lanus
Torneo Clausura 2000,Ferro,0,4,Boca Juniors
Torneo Clausura 2000,Talleres (C),1,1,Estudiantes (LP)
Torneo Apertura 2000,Chacarita,3,2,Los Andes
Torneo Clausura 2000,Rosario Central,4,2,Gimnasia (LP)
Torneo Apertura 2000,Chacarita,1,2,Huracan
Torneo Clausura 2000,Independiente,2,3,Colon
Torneo Apertura 2000,Independiente,2,1,Colon
Torneo Clausura 2000,Ferro,1,1,Instituto
Torneo Apertura 2000,Talleres (C),3,0,Estudiantes (LP)
Torneo Clausura 2000,Argentinos,1,4,Newells
Torneo Apertura 2000,Argentinos,0,1,Newells
Torneo Apertura 2000,Rosario Central,2,0,Gimnasia (LP)
Torneo Apertura 2000,Gimnasia (LP),2,2,Belgrano
Torneo Apertura 2000,Almagro,4,5,River Plate
Torneo Apertura 2000,Huracan,3,1,Rosario Central
Torneo Apertura 2000,San Lorenzo,3,1,Racing Club
Torneo Clausura 2000,San Lorenzo,1,0,Racing Club
Torneo Clausura 2000,Gimnasia (LP),1,0,Instituto
Torneo Apertura 2000,Union,1,2,Boca Juniors
Torneo Clausura 2000,Union,2,5,Boca Juniors
Torneo Apertura 2000,Boca Juniors,4,0,Argentinos
Torneo Apertura 2000,Rosario Central,2,3,Estudiantes (LP)
Torneo Clausura 2000,San Lorenzo,3,0,Estudiantes (LP)
Torneo Apertura 2000,San Lorenzo,1,1,Estudiantes (LP)
Torneo Clausura 2000,Rosario Central,0,1,Estudiantes (LP)
Torneo Apertura 2000,Rosario Central,1,1,Independiente
Torneo Clausura 2000,Rosario Central,0,3,Independiente
Torneo Clausura 2000,Estudiantes (LP),5,1,Gimnasia (J)
Torneo Apertura 2000,River Plate,2,2,San Lorenzo
Torneo Clausura 2000,River Plate,2,2,San Lorenzo
Torneo Apertura 2000,Belgrano,0,3,Velez
Torneo Clausura 2000,Belgrano,2,3,Velez
Torneo Apertura 2000,Colon,1,0,Rosario Central
Torneo Clausura 2000,Racing Club,2,2,Velez
Torneo Clausura 2000,River Plate,2,0,Talleres (C)
Torneo Apertura 2000,River Plate,4,1,Talleres (C)
Torneo Clausura 2000,Argentinos,1,0,Gimnasia (J)
Torneo Clausura 2000,Colon,0,2,Rosario Central
Torneo Apertura 2000,Union,1,1,Velez
Torneo Clausura 2000,Velez,0,2,Union
Torneo Clausura 2000,Gimnasia (LP),2,3,Union
Torneo Apertura 2000,Gimnasia (LP),1,1,Argentinos
Torneo Apertura 2000,Argentinos,1,1,Huracan
Torneo Clausura 2000,Gimnasia (J),1,1,Lanus
Torneo Clausura 2000,River Plate,1,2,Union
Torneo Apertura 2000,River Plate,1,1,Union
Torneo Apertura 2000,Los Andes,1,2,Independiente
Torneo Clausura 2000,Newells,1,1,Velez
Torneo Apertura 2000,Belgrano,1,1,Union
Torneo Clausura 2000,Belgrano,3,1,Union
Torneo Clausura 2000,Boca Juniors,1,0,Argentinos
Torneo Apertura 2000,Estudiantes (LP),2,0,Colon
Torneo Apertura 2000,Rosario Central,1,0,Racing Club
Torneo Apertura 2000,Velez,1,1,Racing Club
Torneo Clausura 2000,Rosario Central,1,1,Racing Club
Torneo Apertura 2000,Boca Juniors,1,0,San Lorenzo
Torneo Clausura 2000,San Lorenzo,0,1,Boca Juniors
Torneo Clausura 2000,Boca Juniors,0,0,Velez
Torneo Apertura 2000,Boca Juniors,3,1,Velez
Torneo Clausura 2000,Gimnasia (J),0,2,Colon
Torneo Clausura 2000,Estudiantes (LP),0,0,Colon
Torneo Apertura 2000,Racing Club,2,2,Huracan
Torneo Clausura 2000,Racing Club,0,3,Lanus
Torneo Apertura 2000,Lanus,4,2,Racing Club
Torneo Apertura 2000,Union,0,2,Gimnasia (LP)
Torneo Clausura 2000,Argentinos,3,2,Gimnasia (LP)
Torneo Clausura 2000,Rosario Central,4,2,Ferro
Torneo Apertura 2000,Colon,0,0,Boca Juniors
Torneo Clausura 2000,Talleres (C),2,2,Boca Juniors
Torneo Apertura 2000,Estudiantes (LP),1,1,River Plate
Torneo Clausura 2000,Lanus,1,2,Independiente
Torneo Apertura 2000,Talleres (C),2,0,Velez
Torneo Apertura 2000,Colon,1,2,Belgrano
Torneo Clausura 2000,Gimnasia (J),0,1,Gimnasia (LP)
Torneo Clausura 2000,Ferro,0,2,Colon
Torneo Apertura 2000,Lanus,2,1,Independiente
Torneo Clausura 2000,Colon,2,0,Belgrano
Torneo Apertura 2000,Argentinos,4,0,Union
Torneo Clausura 2000,Union,2,1,Argentinos
Torneo Apertura 2000,Talleres (C),3,0,Racing Club
Torneo Clausura 2000,Racing Club,3,1,Talleres (C)
Torneo Clausura 2000,Boca Juniors,5,1,Belgrano
Torneo Clausura 2000,Chacarita,0,4,Boca Juniors
Torneo Apertura 2000,Chacarita,2,1,Boca Juniors
Torneo Clausura 2000,Velez,0,0,Talleres (C)
Torneo Apertura 2000,Chacarita,2,2,Belgrano
Torneo Clausura 2000,Estudiantes (LP),1,1,Argentinos
Torneo Apertura 2000,Argentinos,1,1,Estudiantes (LP)
Torneo Apertura 2000,Argentinos,1,1,Belgrano
Torneo Clausura 2000,Argentinos,0,2,Belgrano
Torneo Clausura 2000,Estudiantes (LP),1,2,Gimnasia (LP)
Torneo Clausura 2000,Ferro,0,3,River Plate
Torneo Apertura 2000,Gimnasia (LP),3,2,Estudiantes (LP)
Torneo Apertura 2000,Union,2,0,Racing Club
Torneo Apertura 2000,Estudiantes (LP),2,0,Belgrano
Torneo Clausura 2000,Racing Club,6,0,Union
Torneo Clausura 2000,Belgrano,2,1,Estudiantes (LP)
Torneo Apertura 2000,Boca Juniors,2,0,Talleres (C)
Torneo Clausura 2000,Union,2,0,Gimnasia (J)
Torneo Clausura 2000,Velez,3,3,Argentinos
Torneo Apertura 2000,Velez,1,0,Argentinos
Torneo Clausura 2000,Argentinos,1,0,Ferro
Torneo Clausura 2000,River Plate,2,2,Estudiantes (LP)
Torneo Clausura 2000,Talleres (C),2,1,Gimnasia (J)
Torneo Clausura 2000,Belgrano,3,3,Chacarita
Torneo Apertura 2000,Newells,1,0,San Lorenzo
Torneo Clausura 2000,San Lorenzo,1,0,Newells
Torneo Apertura 2000,Velez,3,1,Gimnasia (LP)
Torneo Clausura 2000,San Lorenzo,3,1,Gimnasia (J)
Torneo Clausura 2000,Gimnasia (LP),1,1,Velez
Torneo Apertura 2000,Independiente,1,2,Talleres (C)
Torneo Clausura 2000,Gimnasia (J),1,3,Velez
Torneo Clausura 2000,Ferro,1,5,Belgrano
Torneo Apertura 2000,Colon,3,2,San Lorenzo
Torneo Clausura 2000,Colon,2,1,San Lorenzo
Torneo Apertura 2000,Los Andes,0,1,Boca Juniors
Torneo Apertura 2000,Union,2,2,Colon
Torneo Clausura 2000,Colon,1,0,Velez
Torneo Apertura 2000,Velez,1,1,Colon
Torneo Clausura 2000,Colon,4,0,Union
Torneo Apertura 2000,Belgrano,1,3,Boca Juniors
Torneo Clausura 2000,Talleres (C),0,4,Independiente
Torneo Clausura 2000,Boca Juniors,3,2,Colon
Torneo Apertura 2000,Newells,1,1,Velez
Torneo Apertura 2000,Union,3,0,Almagro
Torneo Clausura 2000,Union,3,1,Independiente
Torneo Apertura 2000,Independiente,3,1,Union
Torneo Apertura 2000,Estudiantes (LP),1,1,Huracan
Torneo Clausura 2000,Union,1,0,Newells
Torneo Apertura 2000,Velez,2,3,Almagro
Torneo Clausura 2000,Boca Juniors,1,1,Lanus
Torneo Apertura 2000,Independiente,0,1,Estudiantes (LP)
Torneo Clausura 2000,Estudiantes (LP),1,1,Independiente
Torneo Apertura 2000,Velez,1,0,Chacarita
Torneo Apertura 2000,River Plate,1,1,Huracan
Torneo Apertura 2000,Lanus,6,0,Los Andes
Torneo Apertura 2000,Colon,4,2,Talleres (C)
Torneo Clausura 2000,Gimnasia (LP),2,1,Lanus
Torneo Clausura 2000,Gimnasia (LP),6,6,Colon
Torneo Apertura 2000,Gimnasia (LP),3,2,Independiente
Torneo Clausura 2000,Independiente,2,0,Gimnasia (LP)
Torneo Apertura 2000,Boca Juniors,1,1,Racing Club
Torneo Apertura 2000,Gimnasia (LP),1,0,Colon
Torneo Clausura 2000,Colon,0,1,Talleres (C)
Torneo Clausura 2000,Chacarita,1,1,Argentinos
Torneo Clausura 2000,Newells,1,0,Boca Juniors
Torneo Apertura 2000,Independiente,0,1,River Plate
Torneo Clausura 2000,Racing Club,0,2,Ferro
Torneo Apertura 2000,Newells,1,3,Boca Juniors
Torneo Clausura 2000,Velez,2,0,Chacarita
Torneo Apertura 2000,River Plate,4,1,Rosario Central
Torneo Apertura 2000,Rosario Central,1,0,Chacarita
Torneo Apertura 2000,Talleres (C),1,0,Almagro
Torneo Apertura 2000,Rosario Central,1,1,Almagro
Torneo Clausura 2000,Ferro,0,1,Velez
Torneo Clausura 2000,River Plate,1,1,Rosario Central
Torneo Clausura 2000,Chacarita,1,0,Rosario Central
Torneo Clausura 2000,Racing Club,1,3,Colon
Torneo Clausura 2000,Gimnasia (J),1,1,Belgrano
Torneo Apertura 2000,Newells,0,0,Union
Torneo Clausura 2000,Independiente,1,2,Newells
Torneo Clausura 2000,River Plate,2,0,Independiente
Torneo Apertura 2000,Independiente,2,2,Newells
Torneo Apertura 2000,Estudiantes (LP),0,0,Velez
Torneo Clausura 2000,Velez,3,0,Estudiantes (LP)
Torneo Apertura 2000,Racing Club,0,4,Colon
Torneo Apertura 2000,San Lorenzo,2,1,Argentinos
Torneo Clausura 2000,Racing Club,1,1,Boca Juniors
Torneo Apertura 2000,Almagro,0,2,Racing Club
Torneo Apertura 2000,Independiente,1,2,San Lorenzo
Torneo Clausura 2000,Talleres (C),0,0,Argentinos
Torneo Clausura 2000,Talleres (C),1,3,Newells
Torneo Apertura 2000,Newells,1,0,Talleres (C)
Torneo Apertura 2000,River Plate,2,0,Newells
Torneo Clausura 2000,Estudiantes (LP),2,0,Ferro
Torneo Apertura 2000,Lanus,1,1,Almagro
Torneo Apertura 2000,Belgrano,1,1,Talleres (C)
Torneo Apertura 2000,Colon,1,2,River Plate
Torneo Clausura 2000,Colon,1,4,River Plate
Torneo Clausura 2000,Rosario Central,1,1,Newells
Torneo Clausura 2000,Velez,2,3,River Plate
Torneo Apertura 2000,River Plate,2,1,Velez
Torneo Clausura 2000,Independiente,8,1,Argentinos
Torneo Clausura 2000,Belgrano,1,2,San Lorenzo
Torneo Apertura 2000,Argentinos,0,1,Independiente
Torneo Apertura 2000,Newells,1,0,Lanus
Torneo Clausura 2000,Newells,3,2,Lanus
Torneo Apertura 2000,Belgrano,0,1,San Lorenzo
Torneo Clausura 2000,Belgrano,0,0,Talleres (C)
Torneo Apertura 2000,Newells,0,0,Rosario Central
Torneo Clausura 2000,San Lorenzo,1,2,Independiente
Torneo Apertura 2000,Lanus,1,3,Gimnasia (LP)
Torneo Apertura 2000,Racing Club,0,1,River Plate
Torneo Clausura 2000,Racing Club,0,2,River Plate
Torneo Clausura 2000,Rosario Central,2,0,Gimnasia (J)
Torneo Clausura 2000,Instituto,1,3,Chacarita
Torneo Clausura 2000,Newells,2,0,Ferro
Torneo Apertura 2000,Talleres (C),2,0,Gimnasia (LP)
Torneo Clausura 2000,Talleres (C),2,0,Gimnasia (LP)
Torneo Apertura 2000,Almagro,2,2,Los Andes
Torneo Apertura 2000,Talleres (C),3,1,Argentinos
Torneo Apertura 2000,Argentinos,0,2,Chacarita
Torneo Clausura 2000,Independiente,3,2,Instituto
Torneo Clausura 2000,San Lorenzo,4,0,Ferro
Torneo Clausura 2000,Newells,2,4,River Plate
Torneo Clausura 2000,San Lorenzo,3,2,Argentinos
Torneo Apertura 2000,Argentinos,0,4,Colon
Torneo Clausura 2000,Argentinos,0,1,Colon
Torneo Apertura 2000,Newells,1,1,Almagro
Torneo Apertura 2000,San Lorenzo,2,0,Almagro
Torneo Clausura 2001,Belgrano,3,1,Colon
Torneo Apertura 2001,Newells,1,1,Velez
Torneo Apertura 2001,San Lorenzo,0,2,Lanus
Torneo Clausura 2001,Velez,2,0,Newells
Torneo Clausura 2001,Lanus,4,5,San Lorenzo
Torneo Apertura 2001,Newells,1,1,Chacarita
Torneo Clausura 2001,Newells,1,2,Chacarita
Torneo Apertura 2001,Estudiantes (LP),1,0,Rosario Central
Torneo Apertura 2001,River Plate,4,1,Huracan
Torneo Apertura 2001,Estudiantes (LP),2,2,Colon
Torneo Apertura 2001,Lanus,2,0,Union
Torneo Clausura 2001,Lanus,3,2,Union
Torneo Clausura 2001,Los Andes,1,0,Chacarita
Torneo Clausura 2001,Colon,1,1,Estudiantes (LP)
Torneo Clausura 2001,Colon,1,0,Independiente
Torneo Apertura 2001,Newells,0,1,Belgrano
Torneo Clausura 2001,Lanus,0,0,Velez
Torneo Clausura 2001,Talleres (C),1,1,Newells
Torneo Apertura 2001,Velez,1,1,Lanus
Torneo Apertura 2001,Talleres (C),1,2,Newells
Torneo Clausura 2001,Estudiantes (LP),3,0,Rosario Central
Torneo Clausura 2001,Chacarita,1,0,Lanus
Torneo Apertura 2001,Lanus,0,2,Chacarita
Torneo Clausura 2001,Belgrano,0,0,Los Andes
Torneo Apertura 2001,Colon,1,0,Independiente
Torneo Clausura 2001,Newells,4,1,Belgrano
Torneo Clausura 2001,Huracan,3,2,River Plate
Torneo Apertura 2001,Banfield,1,1,River Plate
Torneo Clausura 2001,Union,3,0,Argentinos
Torneo Clausura 2001,Argentinos,1,0,Talleres (C)
Torneo Apertura 2001,Talleres (C),0,1,Argentinos
Torneo Apertura 2001,Union,0,0,Newells
Torneo Apertura 2001,Union,1,2,Argentinos
Torneo Clausura 2001,Lanus,1,0,Belgrano
Torneo Clausura 2001,Union,3,2,Newells
Torneo Clausura 2001,Chacarita,0,4,San Lorenzo
Torneo Apertura 2001,Lanus,0,0,Belgrano
Torneo Apertura 2001,San Lorenzo,3,3,Chacarita
Torneo Apertura 2001,Rosario Central,1,0,Banfield
Torneo Apertura 2001,Lanus,4,0,Talleres (C)
Torneo Clausura 2001,Lanus,2,1,Talleres (C)
Torneo Apertura 2001,Colon,1,1,Belgrano
Torneo Apertura 2001,Belgrano,0,2,Gimnasia (LP)
Torneo Clausura 2001,Belgrano,0,0,Independiente
Torneo Clausura 2001,Belgrano,1,2,Chacarita
Torneo Apertura 2001,Nueva Chicago,1,2,Velez
Torneo Clausura 2001,Argentinos,0,2,San Lorenzo
Torneo Clausura 2001,Colon,1,0,Gimnasia (LP)
Torneo Apertura 2001,Colon,1,2,Gimnasia (LP)
Torneo Apertura 2001,Newells,1,1,Rosario Central
Torneo Clausura 2001,Rosario Central,1,2,Newells
Torneo Clausura 2001,Chacarita,2,2,Racing Club
Torneo Apertura 2001,Racing Club,1,0,Chacarita
Torneo Apertura 2001,Gimnasia (LP),2,2,Huracan
Torneo Clausura 2001,Huracan,3,1,Gimnasia (LP)
Torneo Apertura 2001,Nueva Chicago,0,3,Union
Torneo Clausura 2001,Talleres (C),4,2,Huracan
Torneo Apertura 2001,Talleres (C),3,3,Huracan
Torneo Apertura 2001,Nueva Chicago,3,1,Talleres (C)
Torneo Apertura 2001,River Plate,1,1,Boca Juniors
Torneo Apertura 2001,Nueva Chicago,0,3,San Lorenzo
Torneo Apertura 2001,Rosario Central,0,2,Nueva Chicago
Torneo Apertura 2001,Newells,2,0,Lanus
Torneo Clausura 2001,Lanus,1,3,Newells
Torneo Clausura 2001,Racing Club,2,0,Newells
Torneo Apertura 2001,Racing Club,2,1,Newells
Torneo Apertura 2001,Banfield,2,1,Talleres (C)
Torneo Apertura 2001,Argentinos,0,0,San Lorenzo
Torneo Clausura 2001,Belgrano,1,2,Huracan
Torneo Apertura 2001,Huracan,0,0,Belgrano
Torneo Clausura 2001,Newells,2,3,River Plate
Torneo Apertura 2001,River Plate,2,0,Newells
Torneo Apertura 2001,San Lorenzo,0,1,Huracan
Torneo Clausura 2001,San Lorenzo,1,1,Huracan
Torneo Apertura 2001,Velez,1,2,Chacarita
Torneo Clausura 2001,Chacarita,2,1,Velez
Torneo Clausura 2001,Union,3,0,Chacarita
Torneo Apertura 2001,Chacarita,2,2,Union
Torneo Apertura 2001,Rosario Central,1,1,Chacarita
Torneo Clausura 2001,Racing Club,0,0,Estudiantes (LP)
Torneo Apertura 2001,Banfield,0,1,Union
Torneo Clausura 2001,River Plate,1,0,Chacarita
Torneo Apertura 2001,Estudiantes (LP),2,3,Racing Club
Torneo Apertura 2001,Velez,2,2,Estudiantes (LP)
Torneo Clausura 2001,Chacarita,3,2,Rosario Central
Torneo Clausura 2001,Velez,1,1,Estudiantes (LP)
Torneo Apertura 2001,River Plate,4,0,Lanus
Torneo Clausura 2001,River Plate,1,2,Lanus
Torneo Apertura 2001,Banfield,0,0,Racing Club
Torneo Clausura 2001,Argentinos,4,0,Rosario Central
Torneo Clausura 2001,Los Andes,2,1,Lanus
Torneo Apertura 2001,Argentinos,1,0,Rosario Central
Torneo Apertura 2001,Chacarita,1,4,River Plate
Torneo Apertura 2001,Lanus,1,1,Nueva Chicago
Torneo Apertura 2001,Nueva Chicago,2,1,River Plate
